Protein	G_niphandrodes_count
XP_011131564.1 putative 60S ribosomal protein L14	1
XP_011131563.1 putative transmembrane protein	1
XP_011131562.1 bystin	1
XP_011131561.1 60S ribosomal protein L14	1
XP_011131560.1 hypothetical protein GNI_113190	1
XP_011131559.1 RNA recognition motif (RRM) cont...	1
XP_011131558.1 RNA recognition motif protein	1
XP_011131557.1 hypothetical protein GNI_113160	1
XP_011131556.1 hypothetical protein GNI_113150	1
XP_011131555.1 hypothetical protein GNI_113140	1
XP_011131554.1 hypothetical protein GNI_113040	1
XP_011131553.1 proteasome subunit beta type	1
XP_011131552.1 putative kinase	1
XP_011131573.1 hypothetical protein GNI_113320	1
XP_011131575.1 putative DNA-directed RNA polyme...	1
XP_011131502.1 nuclear protein Es2	1
XP_011131576.1 hypothetical protein GNI_113440	1
XP_011131597.1 hypothetical protein GNI_113840,...	1
XP_011131596.1 hypothetical protein GNI_113740	1
XP_011131595.1 exonuclease	1
XP_011131594.1 hypothetical protein GNI_113710	1
XP_011131593.1 hypothetical protein GNI_113700	1
XP_011131592.1 hypothetical protein GNI_113690	1
XP_011131591.1 putative RNA-binding protein	1
XP_011131590.1 putative transmembrane protein	1
XP_011131589.1 arsenite-resistance protein 2	1
XP_011131588.1 hypothetical protein GNI_113650	1
XP_011131587.1 putative ribosomal RNA methyltra...	1
XP_011131586.1 putative protein kinase, partial	1
XP_011131585.1 putative thrombospondin type 1 d...	1
XP_011131584.1 putative pre-mRNA-splicing facto...	1
XP_011131583.1 hypothetical protein GNI_113510	1
XP_011131582.1 hypothetical protein GNI_113500	1
XP_011131581.1 actin	1
XP_011131580.1 hypothetical protein GNI_113480	1
XP_011131579.1 peptidyl-prolyl cis-trans isomerase	1
XP_011131578.1 hypothetical protein GNI_113460	1
XP_011131577.1 hypothetical protein GNI_113450	1
XP_011131551.1 hypothetical protein GNI_113010,...	1
XP_011131550.1 hypothetical protein GNI_112910	1
XP_011131549.1 putative transmembrane protein, ...	1
XP_011131548.1 hypothetical protein GNI_112710,...	1
XP_011131523.1 40S ribosomal protein S30	1
XP_011131522.1 hypothetical protein GNI_111460	1
XP_011131521.1 calmodulin	1
XP_011131520.1 hypothetical protein GNI_111440	1
XP_011131519.1 hypothetical protein GNI_111430	1
XP_011131518.1 hypothetical protein GNI_111420	1
XP_011131517.1 putative transmembrane protein	1
XP_011131516.1 hypothetical protein GNI_111400	1
XP_011131515.1 hypothetical protein GNI_111390	1
XP_011131514.1 hypothetical protein GNI_111380	1
XP_011131513.1 kinesin motor domain protein	1
XP_011131512.1 hypothetical protein GNI_111360	1
XP_011131511.1 hypothetical protein GNI_111350	1
XP_011131510.1 zinc carboxypeptidase	1
XP_011131509.1 cytidylate kinase	1
XP_011131508.1 ISY1-like splicing family protein	1
XP_011131507.1 putative collagen-binding adhesin	1
XP_011131506.1 pinin/SDK/memA/protein	1
XP_011131505.1 putative lysophospholipase	1
XP_011131504.1 hypothetical protein GNI_111280	1
XP_011131503.1 iron only hydrogenase large subu...	1
XP_011131524.1 phosphdiesterase	1
XP_011131525.1 hypothetical protein GNI_111490	1
XP_011131526.1 hypothetical protein GNI_111500	1
XP_011131538.1 hypothetical protein GNI_111980,...	1
XP_011131547.1 hypothetical protein GNI_112610,...	1
XP_011131546.1 putative tetratricopeptide repea...	1
XP_011131545.1 hypothetical protein GNI_112500	1
XP_011131544.1 eukaryotic translation initiatio...	1
XP_011131543.1 hypothetical protein GNI_112300,...	1
XP_011131542.1 ribonuclease H	1
XP_011131541.1 hypothetical protein GNI_112280,...	1
XP_011131540.1 hypothetical protein GNI_112180	1
XP_011131539.1 hypothetical protein GNI_112080	1
XP_011131537.1 putative phospholipase C-like pr...	1
XP_011131527.1 hypothetical protein GNI_111510,...	1
XP_011131536.1 phospholipase C-like protein	1
XP_011131535.1 ankyrin repeat protein	1
XP_011131534.1 putative transmembrane protein	1
XP_011131533.1 hypothetical protein GNI_111840	1
XP_011131532.1 hypothetical protein GNI_111830	1
XP_011131531.1 putative transmembrane protein	1
XP_011131530.1 putative Sec24-like protein	1
XP_011131529.1 oxidoreductase, aldo/keto reduct...	1
XP_011131528.1 aldo/keto reductase family protein	1
XP_011131403.1 hypothetical protein GNI_107020	1
XP_011131402.1 hypothetical protein GNI_107010	1
XP_011131401.1 putative transmembrane protein	1
XP_011131278.1 cyclin	1
XP_011131276.1 hypothetical protein GNI_104040,...	1
XP_011131275.1 START domain protein	1
XP_011131274.1 hypothetical protein GNI_103930	1
XP_011131273.1 ER lumen protein retaining receptor	1
XP_011131272.1 pre-mRNA-processing-splicing fac...	1
XP_011131271.1 hypothetical protein GNI_103900	1
XP_011131270.1 EamA-like transporter family pro...	1
XP_011131269.1 glyceraldehyde-3-phosphate dehyd...	1
XP_011131268.1 putative polyprotein	1
XP_011131267.1 prefoldin subunit 2	1
XP_011131266.1 ATP-binding protein, partial	1
XP_011131265.1 polyubiquitin	1
XP_011131264.1 Scd6-like Sm domain protein	1
XP_011131263.1 putative small nuclear ribonucle...	1
XP_011131262.1 deoxyribose-phosphate aldolase	1
XP_011131261.1 UDP-glucose 4-epimerase	1
XP_011131260.1 ribosomal protein L39	1
XP_011131259.1 hypothetical protein GNI_103600	1
XP_011131258.1 YT521-B-like domain protein	1
XP_011131257.1 inner membrane complex protein	1
XP_011131256.1 putative tRNAHis guanylyltransfe...	1
XP_011131277.1 putative transmembrane protein, ...	1
XP_011131279.1 eukaryotic translation initiatio...	1
XP_011131400.1 hypothetical protein GNI_106990	1
XP_011131280.1 hypothetical protein GNI_104170	1
XP_011131301.1 Pol polyprotein, partial	1
XP_011131300.1 zinc knuckle protein	1
XP_011131299.1 putative transmembrane protein, ...	1
XP_011131298.1 hypothetical protein GNI_104440	1
XP_011131297.1 hypothetical protein GNI_104430	1
XP_011131296.1 hypothetical protein GNI_104330	1
XP_011131295.1 hypothetical protein GNI_104320	1
XP_011131294.1 hypothetical protein GNI_104310	1
XP_011131293.1 nuclear transport factor 2	1
XP_011131292.1 putative ubiquitin carboxy-termi...	1
XP_011131291.1 cell differentiation protein rcd1	1
XP_011131290.1 Rab-GDP dissociation inhibitor	1
XP_011131289.1 putative transmembrane protein	1
XP_011131288.1 putative ubiquitin-conjugating e...	1
XP_011131287.1 hypothetical protein GNI_104240	1
XP_011131286.1 hypothetical protein GNI_104230	1
XP_011131285.1 putative seroreactive antigen	1
XP_011131284.1 hypothetical protein GNI_104210	1
XP_011131283.1 putative coiled-coil protein	1
XP_011131282.1 putative sortilin	1
XP_011131281.1 sodium/hydrogen exchanger	1
XP_011131255.1 hypothetical protein GNI_103560	1
XP_011131254.1 decarboxylating 6-phosphoglucona...	1
XP_011131253.1 putative RRM domain and KH domai...	1
XP_011131252.1 putative splicing factor	1
XP_011131227.1 hypothetical protein GNI_102740	1
XP_011131226.1 hypothetical protein GNI_102730	1
XP_011131225.1 PCI domain protein	1
XP_011131224.1 hypothetical protein GNI_102710	1
XP_011131223.1 Prp19-binding domain splicing fa...	1
XP_011131222.1 hypothetical protein GNI_102690	1
XP_011131221.1 putative helicase	1
XP_011131220.1 hypothetical protein GNI_102570	1
XP_011131219.1 hypothetical protein GNI_102560	1
XP_011131218.1 hypothetical protein GNI_102550	1
XP_011131217.1 hypothetical protein GNI_102540	1
XP_011131216.1 hypothetical protein GNI_102530	1
XP_011131215.1 glutamine-fructose-6-phosphate a...	1
XP_011131214.1 putative transmembrane protein, ...	1
XP_011131213.1 hypothetical protein GNI_102410	1
XP_011131212.1 hypothetical protein GNI_102310	1
XP_011131211.1 hypothetical protein GNI_102210	1
XP_011131210.1 Vps52/Sac2 family protein	1
XP_011131209.1 putative GMC oxidoreductase	1
XP_011131208.1 hypothetical protein GNI_102180	1
XP_011131207.1 hypothetical protein GNI_102170	1
XP_011131228.1 putative sodium/hydrogen exchanger	1
XP_011131229.1 putative transmembrane protein, ...	1
XP_011131230.1 hypothetical protein GNI_102860,...	1
XP_011131242.1 cyclin-dependent protein kinase-...	1
XP_011131251.1 ubiquitin-related modifier 1-lik...	1
XP_011131250.1 GPI-GlcNAc transferase complex, ...	1
XP_011131249.1 putative tRNA (guanine(26)-N(2))...	1
XP_011131248.1 hypothetical protein GNI_103490	1
XP_011131247.1 hypothetical protein GNI_103480	1
XP_011131246.1 hypothetical protein GNI_103380	1
XP_011131245.1 hypothetical protein GNI_103370	1
XP_011131244.1 hypothetical protein GNI_103360	1
XP_011131243.1 60S ribosomal protein L27	1
XP_011131241.1 Sua5/YciO/YrdC/YwlC family protein	1
XP_011131231.1 putative transmembrane protein	1
XP_011131240.1 Ku70/Ku80 amine-terminal alpha/b...	1
XP_011131239.1 hypothetical protein GNI_103310	1
XP_011131238.1 hypothetical protein GNI_103300	1
XP_011131237.1 protein kinase domain protein	1
XP_011131236.1 RNB-like protein	1
XP_011131235.1 hypothetical protein GNI_103180,...	1
XP_011131234.1 putative enzymatic polyprotein, ...	1
XP_011131233.1 hypothetical protein GNI_102980	1
XP_011131232.1 hypothetical protein GNI_102970	1
XP_011131302.1 putative transmembrane protein	1
XP_011131303.1 hypothetical protein GNI_104670	1
XP_011131304.1 hypothetical protein GNI_104770	1
XP_011131353.1 RIO kinase family protein	1
XP_011131375.1 hypothetical protein GNI_106380	1
XP_011131374.1 putative WD domain, G-beta repea...	1
XP_011131373.1 hypothetical protein GNI_106360	1
XP_011131372.1 hypothetical protein GNI_106260	1
XP_011131371.1 hypothetical protein GNI_106250	1
XP_011131370.1 hypothetical protein GNI_106240	1
XP_011131369.1 hypothetical protein GNI_106230	1
XP_011131368.1 lipase	1
XP_011131367.1 putative XPA-binding protein 1	1
XP_011131366.1 M20 peptidase family protein	1
XP_011131365.1 hypothetical protein GNI_106100	1
XP_011131364.1 hypothetical protein GNI_106090	1
XP_011131363.1 DNA-directed RNA polymerase beta...	1
XP_011131362.1 putative acetyltransferase domai...	1
XP_011131361.1 hypothetical protein GNI_106060	1
XP_011131360.1 hypothetical protein GNI_106050,...	1
XP_011131359.1 hypothetical protein GNI_105950	1
XP_011131358.1 UNC-50 family protein	1
XP_011131357.1 hypothetical protein GNI_105930	1
XP_011131356.1 putative EH-domain protein	1
XP_011131355.1 putative transmembrane protein	1
XP_011131376.1 putative 40S ribosomal protein S10	1
XP_011131377.1 GYF domain protein	1
XP_011131378.1 DNA repair helicase	1
XP_011131390.1 putative transmembrane protein	1
XP_011131399.1 hypothetical protein GNI_106980	1
XP_011131398.1 putative transmembrane protein	1
XP_011131397.1 LCCL domain protein	1
XP_011131396.1 putative transmembrane protein	1
XP_011131395.1 ornithine decarboxylase/arginine...	1
XP_011131394.1 putative transmembrane protein	1
XP_011131393.1 putative transmembrane protein	1
XP_011131392.1 putative transmembrane protein	1
XP_011131391.1 putative RNA-directed DNA polyme...	1
XP_011131389.1 hypothetical protein GNI_106610	1
XP_011131379.1 hypothetical protein GNI_106420,...	1
XP_011131388.1 hypothetical protein GNI_106600	1
XP_011131387.1 putative transmembrane protein	1
XP_011131386.1 putative transmembrane protein	1
XP_011131385.1 hypothetical protein GNI_106570	1
XP_011131384.1 importin-beta amine-terminal dom...	1
XP_011131383.1 putative LMBR1-like protein	1
XP_011131382.1 putative membrane protein	1
XP_011131381.1 hypothetical protein GNI_106530	1
XP_011131380.1 hypothetical protein GNI_106520	1
XP_011131354.1 peroxiredoxin	1
XP_011131352.1 hypothetical protein GNI_105880	1
XP_011131305.1 hypothetical protein GNI_104780,...	1
XP_011131351.1 protein kinase domain protein	1
XP_011131326.1 putative PPPDE peptidase domain ...	1
XP_011131325.1 26S proteasome ATPase regulatory...	1
XP_011131324.1 endonuclease/exonuclease/phospha...	1
XP_011131323.1 hypothetical protein GNI_105410	1
XP_011131322.1 PPR repeat protein	1
XP_011131321.1 Yos1-like protein	1
XP_011131320.1 AMP deaminase	1
XP_011131319.1 transmembrane amino acid transpo...	1
XP_011131318.1 hypothetical protein GNI_105360	1
XP_011131317.1 DEAD/DEAH box helicase	1
XP_011131316.1 putative glycosyl transferase	1
XP_011131315.1 protein prenyltransferase alpha ...	1
XP_011131314.1 RING finger protein	1
XP_011131313.1 cAMP-dependent protein kinase re...	1
XP_011131312.1 signal peptidase	1
XP_011131311.1 hypothetical protein GNI_105290	1
XP_011131310.1 GTPase	1
XP_011131309.1 hypothetical protein GNI_105180	1
XP_011131308.1 hypothetical protein GNI_105080,...	1
XP_011131307.1 putative transmembrane protein	1
XP_011131306.1 hypothetical protein GNI_104880,...	1
XP_011131327.1 putative U3 small nucleolar RNA-...	1
XP_011131328.1 putative transmembrane protein	1
XP_011131329.1 glutamine-tRNA ligase	1
XP_011131341.1 hypothetical protein GNI_105680	1
XP_011131350.1 protein kinase	1
XP_011131349.1 hypothetical protein GNI_105850	1
XP_011131348.1 GNAT acetyltransferase 2	1
XP_011131347.1 putative transmembrane protein	1
XP_011131346.1 small nuclear ribonucleoprotein ...	1
XP_011131345.1 hypothetical protein GNI_105720	1
XP_011131344.1 hypothetical protein GNI_105710	1
XP_011131343.1 hypothetical protein GNI_105700	1
XP_011131342.1 putative thioredoxin	1
XP_011131340.1 hypothetical protein GNI_105670	1
XP_011131330.1 putative replication factor C su...	1
XP_011131339.1 casein kinase II subunit beta	1
XP_011131338.1 hypothetical protein GNI_105650	1
XP_011131337.1 hypothetical protein GNI_105640	1
XP_011131336.1 putative ABC transporter	1
XP_011131335.1 peptidase	1
XP_011131334.1 dullard-like phosphatase domain ...	1
XP_011131333.1 flavodoxin-like protein	1
XP_011131332.1 MIZ zinc finger protein	1
XP_011131331.1 ABC transporter	1
XP_011130810.1 hypothetical protein GNI_089690	1
XP_011130808.1 hypothetical protein GNI_089580	1
XP_011130018.1 hypothetical protein GNI_063080	1
XP_011130287.1 triose-phosphate transporter fam...	1
XP_011130285.1 putative transmembrane protein	1
XP_011130284.1 hypothetical protein GNI_070250	1
XP_011130283.1 ribosomal protein S25	1
XP_011130282.1 T-complex 1 subunit alpha	1
XP_011130281.1 glycosyltransferase family 2 pro...	1
XP_011130280.1 hypothetical protein GNI_070120	1
XP_011130279.1 hypothetical protein GNI_070020,...	1
XP_011130278.1 histidine triad (HIT) protein	1
XP_011130277.1 tubulin-binding cofactor C	1
XP_011130276.1 hypothetical protein GNI_069900	1
XP_011130275.1 monogalactosyldiacylglycerol syn...	1
XP_011130274.1 monogalactosyldiacylglycerol syn...	1
XP_011130273.1 LEM3/CDC50 family protein, partial	1
XP_011130272.1 hypothetical protein GNI_069590,...	1
XP_011130271.1 putative RNA-binding protein	1
XP_011130270.1 putative transmembrane protein	1
XP_011130269.1 hypothetical protein GNI_069560	1
XP_011130268.1 kinase phosphorylation protein	1
XP_011130267.1 archease, partial	1
XP_011130266.1 hypothetical protein GNI_069350	1
XP_011130265.1 hypothetical protein GNI_069340	1
XP_011130286.1 hypothetical protein GNI_070270	1
XP_011130288.1 putative periodic tryptophan 1-l...	1
XP_011130312.1 hypothetical protein GNI_070890	1
XP_011130289.1 peptidyl-prolyl cis-trans isomer...	1
XP_011130310.1 pentapeptide repeat protein, par...	1
XP_011130309.1 hypothetical protein GNI_070680	1
XP_011130308.1 hypothetical protein GNI_070670	1
XP_011130307.1 hypothetical protein GNI_070660	1
XP_011130306.1 C2 domain protein	1
XP_011130305.1 sulfate transporter	1
XP_011130304.1 putative helicase	1
XP_011130303.1 RNA-binding motif protein	1
XP_011130302.1 hypothetical protein GNI_070520	1
XP_011130301.1 hypothetical protein GNI_070510	1
XP_011130300.1 hypothetical protein GNI_070500	1
XP_011130299.1 hypothetical protein GNI_070490	1
XP_011130298.1 hypothetical protein GNI_070480	1
XP_011130297.1 hypothetical protein GNI_070470	1
XP_011130296.1 hypothetical protein GNI_070370,...	1
XP_011130295.1 C2 domain protein	1
XP_011130294.1 formin-like 2 domain protein	1
XP_011130293.1 major facilitator family transpo...	1
XP_011130292.1 putative transmembrane protein	1
XP_011130291.1 hypothetical protein GNI_070320	1
XP_011130290.1 hypothetical protein GNI_070310	1
XP_011130264.1 hypothetical protein GNI_069330	1
XP_011130263.1 hypothetical protein GNI_069230,...	1
XP_011130262.1 chromo domain protein	1
XP_011130261.1 DHHC palmitoyltransferase	1
XP_011130236.1 hypothetical protein GNI_068780	1
XP_011130235.1 hypothetical protein GNI_068770	1
XP_011130234.1 programmed cell death protein 2	1
XP_011130233.1 hypothetical protein GNI_068660	1
XP_011130232.1 putative transmembrane protein	1
XP_011130231.1 hypothetical protein GNI_068550	1
XP_011130230.1 RNA helicase	1
XP_011130229.1 hypothetical protein GNI_068530	1
XP_011130228.1 FMN oxidoreductase	1
XP_011130227.1 putative transmembrane protein	1
XP_011130226.1 mRNA capping enzyme, large subunit	1
XP_011130225.1 putative pelota protein	1
XP_011130224.1 protein kinase domain protein	1
XP_011130223.1 hypothetical protein GNI_068470	1
XP_011130222.1 putative glycosyltransferase gro...	1
XP_011130221.1 hypothetical protein GNI_068450	1
XP_011130220.1 ABC transporter	1
XP_011130219.1 piwi domain protein	1
XP_011130218.1 endonuclease/exonuclease/phospha...	1
XP_011130217.1 26S proteasome regulatory subunit	1
XP_011130216.1 putative transmembrane protein	1
XP_011130237.1 hypothetical protein GNI_068790	1
XP_011130238.1 DNA-directed RNA polymerase II s...	1
XP_011130239.1 citrate synthase	1
XP_011130251.1 hypothetical protein GNI_068930	1
XP_011130260.1 helicase	1
XP_011130259.1 hypothetical protein GNI_069100	1
XP_011130258.1 hypothetical protein GNI_069090	1
XP_011130257.1 inosine triphosphate pyrophospha...	1
XP_011130256.1 putative 40S ribosomal protein S3	1
XP_011130255.1 guanine nucleotide-binding subun...	1
XP_011130254.1 hypothetical protein GNI_068960	1
XP_011130253.1 hypothetical protein GNI_068950	1
XP_011130252.1 ubiquitin carboxyl-terminal hydr...	1
XP_011130250.1 phenylalanyl-tRNA synthetase alp...	1
XP_011130240.1 UDP-glucosyltransferase	1
XP_011130249.1 dopey, amine-terminal domain pro...	1
XP_011130248.1 hypothetical protein GNI_068900	1
XP_011130247.1 hypothetical protein GNI_068890	1
XP_011130246.1 hypothetical protein GNI_068880	1
XP_011130245.1 putative cystathionine beta-synt...	1
XP_011130244.1 hypothetical protein GNI_068860	1
XP_011130243.1 Myb-like DNA-binding domain protein	1
XP_011130242.1 putative transport protein SEC13	1
XP_011130241.1 B-block-binding subunit of tfiii...	1
XP_011130311.1 hypothetical protein GNI_070790,...	1
XP_011130313.1 hypothetical protein GNI_070900	1
XP_011130411.1 hypothetical protein GNI_073500	1
XP_011130386.1 hypothetical protein GNI_073070	1
XP_011130384.1 hypothetical protein GNI_073050	1
XP_011130383.1 putative DNA-directed RNA polyme...	1
XP_011130382.1 hypothetical protein GNI_073030	1
XP_011130381.1 hypothetical protein GNI_073020	1
XP_011130380.1 putative ribosomal protein L7	1
XP_011130379.1 WD domain, G-beta repeat protein	1
XP_011130378.1 V-type proton ATPase subunit F	1
XP_011130377.1 putative small GTP-binding prote...	1
XP_011130376.1 hypothetical protein GNI_072970	1
XP_011130375.1 putative transmembrane protein	1
XP_011130374.1 Rad17 cell cycle checkpoint protein	1
XP_011130373.1 hypothetical protein GNI_072940	1
XP_011130372.1 putative N-acetylglucosamine-1-p...	1
XP_011130371.1 peptidase	1
XP_011130370.1 hypothetical protein GNI_072910	1
XP_011130369.1 putative elongation factor-like ...	1
XP_011130368.1 hypothetical protein GNI_072800	1
XP_011130367.1 phosphdiesterase	1
XP_011130366.1 putative MORN repeat protein	1
XP_011130365.1 hypothetical protein GNI_072680,...	1
XP_011130364.1 KH domain protein	1
XP_011130385.1 hypothetical protein GNI_073060	1
XP_011130387.1 hypothetical protein GNI_073080	1
XP_011130314.1 CBF/Mak21 family protein	1
XP_011130388.1 RNA polymerase Rpb4	1
XP_011130409.1 hypothetical protein GNI_073480	1
XP_011130408.1 inner membrane complex protein	1
XP_011130407.1 inner membrane complex protein	1
XP_011130406.1 hypothetical protein GNI_073450	1
XP_011130405.1 hypothetical protein GNI_073350	1
XP_011130404.1 hypothetical protein GNI_073340	1
XP_011130403.1 hypothetical protein GNI_073330	1
XP_011130402.1 histidine phosphatase domain pro...	1
XP_011130401.1 hypothetical protein GNI_073310	1
XP_011130400.1 alpha/beta hydrolase family protein	1
XP_011130399.1 thioredoxin domain protein	1
XP_011130398.1 ring-variant domain protein	1
XP_011130397.1 putative transmembrane protein	1
XP_011130396.1 phosphatidylinositol 3- and 4-ki...	1
XP_011130395.1 4-alpha-glucanotransferase	1
XP_011130394.1 putative siderochrome-iron trans...	1
XP_011130393.1 trehalase	1
XP_011130392.1 hypothetical protein GNI_073130	1
XP_011130391.1 hypothetical protein GNI_073120	1
XP_011130390.1 SWIB/MDM2 domain protein	1
XP_011130389.1 phosphoglucomutase-2	1
XP_011130363.1 hypothetical protein GNI_072660	1
XP_011130362.1 collagen triple helix protein	1
XP_011130361.1 hypothetical protein GNI_072550	1
XP_011130360.1 hypothetical protein GNI_072540	1
XP_011130335.1 inositol phospholipid synthesis ...	1
XP_011130334.1 methionine adenosyltransferase	1
XP_011130333.1 hypothetical protein GNI_071910	1
XP_011130332.1 hypothetical protein GNI_071810,...	1
XP_011130331.1 amidohydrolase	1
XP_011130330.1 glucosyltransferase, partial	1
XP_011130329.1 hypothetical protein GNI_071600	1
XP_011130328.1 hypothetical protein GNI_071500	1
XP_011130327.1 hypothetical protein GNI_071400	1
XP_011130326.1 hypothetical protein GNI_071300	1
XP_011130325.1 hypothetical protein GNI_071200	1
XP_011130324.1 hypothetical protein GNI_071190	1
XP_011130323.1 translationally-controlled tumor...	1
XP_011130322.1 putative ubiquitin-conjugating e...	1
XP_011130321.1 KH domain protein	1
XP_011130320.1 putative transmembrane protein	1
XP_011130319.1 putative acetyl-coenzyme A trans...	1
XP_011130318.1 putative acetyl-coenzyme A trans...	1
XP_011130317.1 hypothetical protein GNI_071030,...	1
XP_011130316.1 hypothetical protein GNI_070930	1
XP_011130315.1 putative RfeF	1
XP_011130336.1 hypothetical protein GNI_071940	1
XP_011130337.1 hypothetical protein GNI_071950	1
XP_011130338.1 putative dual specificity protei...	1
XP_011130350.1 hypothetical protein GNI_072170	1
XP_011130359.1 hypothetical protein GNI_072530	1
XP_011130358.1 hypothetical protein GNI_072520	1
XP_011130357.1 putative transmembrane protein	1
XP_011130356.1 pyruvate kinase	1
XP_011130355.1 pyruvate kinase, partial	1
XP_011130354.1 pyruvate kinase	1
XP_011130353.1 pyruvate kinase, partial	1
XP_011130352.1 hypothetical protein GNI_072280,...	1
XP_011130351.1 heat shock protein 70	1
XP_011130349.1 hypothetical protein GNI_072160	1
XP_011130339.1 60S ribosomal protein L35	1
XP_011130348.1 SON protein	1
XP_011130347.1 hypothetical protein GNI_072140	1
XP_011130346.1 hypothetical protein GNI_072040,...	1
XP_011130345.1 p21-carboxy-terminal region-bind...	1
XP_011130344.1 transcriptional repressor TCF25	1
XP_011130343.1 cystathionine beta/gamma-lyase p...	1
XP_011130342.1 cyclin	1
XP_011130341.1 hypothetical protein GNI_071990	1
XP_011130340.1 midasin	1
XP_011130215.1 hypothetical protein GNI_068210	1
XP_011130214.1 hypothetical protein GNI_068110	1
XP_011130213.1 RNA helicase	1
XP_011130090.1 clathrin adaptor complex small c...	1
XP_011130088.1 hypothetical protein GNI_064320	1
XP_011130087.1 putative iron-sulfur cluster ass...	1
XP_011130086.1 hypothetical protein GNI_064300	1
XP_011130085.1 hypothetical protein GNI_064290	1
XP_011130084.1 hypothetical protein GNI_064280	1
XP_011130083.1 homoserine kinase	1
XP_011130082.1 hypothetical protein GNI_064260,...	1
XP_011130081.1 hypothetical protein GNI_064160	1
XP_011130080.1 hypothetical protein GNI_064150,...	1
XP_011130079.1 hypothetical protein GNI_064050	1
XP_011130078.1 hypothetical protein GNI_064040	1
XP_011130077.1 nudix family hydrolase	1
XP_011130076.1 hypothetical protein GNI_064020	1
XP_011130075.1 tubulin alpha chain	1
XP_011130074.1 PPPDE peptidase domain protein 2	1
XP_011130073.1 hypothetical protein GNI_063990	1
XP_011130072.1 hypothetical protein GNI_063980	1
XP_011130071.1 putative transmembrane protein	1
XP_011130070.1 tryptophanyl-tRNA synthetase	1
XP_011130069.1 hypothetical protein GNI_063950	1
XP_011130068.1 putative PPPDE peptidase domain ...	1
XP_011130089.1 cyclic nucleotide-binding domain...	1
XP_011130091.1 GTP-binding nuclear protein Ran	1
XP_011130212.1 putative RNA-binding domain protein	1
XP_011130092.1 peptidyl-prolyl cis-trans isomer...	1
XP_011130113.1 putative transmembrane protein	1
XP_011130112.1 chitinase	1
XP_011130111.1 putative coiled-coil protein	1
XP_011130110.1 putative methyltransferase domai...	1
XP_011130109.1 hypothetical protein GNI_064710	1
XP_011130108.1 DnaJ domain protein	1
XP_011130107.1 chitinase	1
XP_011130106.1 hypothetical protein GNI_064500	1
XP_011130105.1 hypothetical protein GNI_064490	1
XP_011130104.1 hypothetical protein GNI_064480	1
XP_011130103.1 hypothetical protein GNI_064470	1
XP_011130102.1 DnaJ domain protein	1
XP_011130101.1 hypothetical protein GNI_064450	1
XP_011130100.1 COPI associated protein	1
XP_011130099.1 hypothetical protein GNI_064430	1
XP_011130098.1 hypothetical protein GNI_064420	1
XP_011130097.1 pseudouridine synthase	1
XP_011130096.1 CRAL/TRIO domain protein	1
XP_011130095.1 dynein light chain type 1	1
XP_011130094.1 putative CDK-activating kinase a...	1
XP_011130093.1 putative pre-mRNA-splicing factor	1
XP_011130067.1 hypothetical protein GNI_063930	1
XP_011130066.1 hypothetical protein GNI_063920	1
XP_011130065.1 chitinase	1
XP_011130064.1 NOL1/NOP2/SUN family protein	1
XP_011130039.1 putative transmembrane protein	1
XP_011130038.1 hypothetical protein GNI_063460	1
XP_011130037.1 hypothetical protein GNI_063450	1
XP_011130036.1 putative transcription factor	1
XP_011130035.1 CTP synthase	1
XP_011130034.1 fusaric acid resistance-like pro...	1
XP_011130033.1 hypothetical protein GNI_063320	1
XP_011130032.1 putative RAD50-like protein	1
XP_011130031.1 hypothetical protein GNI_063210	1
XP_011130030.1 SPOC domain protein	1
XP_011130029.1 VMA21-like domain protein	1
XP_011130028.1 Rab GTPase family 2 protein	1
XP_011130027.1 hypothetical protein GNI_063170	1
XP_011130026.1 hypothetical protein GNI_063160	1
XP_011130025.1 putative transmembrane protein	1
XP_011130024.1 TspO/MBR family protein	1
XP_011130023.1 hypothetical protein GNI_063130	1
XP_011130022.1 serine/threonine-protein phospha...	1
XP_011130021.1 putative structural maintenance ...	1
XP_011130020.1 myosin	1
XP_011130019.1 eukaryotic initiation factor 3 g...	1
XP_011130040.1 putative ABC transporter	1
XP_011130041.1 glycoside hydrolase family 18 pr...	1
XP_011130042.1 lecithin retinol acyltransferase	1
XP_011130054.1 hypothetical protein GNI_063800	1
XP_011130063.1 hypothetical protein GNI_063890	1
XP_011130062.1 hypothetical protein GNI_063880	1
XP_011130061.1 hypothetical protein GNI_063870	1
XP_011130060.1 hypothetical protein GNI_063860	1
XP_011130059.1 hypothetical protein GNI_063850	1
XP_011130058.1 hypothetical protein GNI_063840	1
XP_011130057.1 putative C2 domain protein	1
XP_011130056.1 putative ATP-dependent RNA helicase	1
XP_011130055.1 pyruvate kinase	1
XP_011130053.1 zinc-binding dehydrogenase super...	1
XP_011130043.1 ADP-ribosylation factor	1
XP_011130052.1 integrin beta chain	1
XP_011130051.1 hypothetical protein GNI_063770	1
XP_011130050.1 hypothetical protein GNI_063760	1
XP_011130049.1 hypothetical protein GNI_063750	1
XP_011130048.1 integrin beta chain	1
XP_011130047.1 hypothetical protein GNI_063730	1
XP_011130046.1 hypothetical protein GNI_063720,...	1
XP_011130045.1 esterase, partial	1
XP_011130044.1 hypothetical protein GNI_063610	1
XP_011130114.1 hypothetical protein GNI_064850,...	1
XP_011130115.1 RNA-directed DNA polymerase, par...	1
